year,gender,ethnicity,name,count
2013,FEMALE,BLACK NON HISPANIC,Zariah,11
2012,FEMALE,HISPANIC,CAROLINA,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Aleena,26
2013,MALE,BLACK NON HISPANIC,Ryan,54
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Alexandra,11
2012,MALE,HISPANIC,MAXIMUS,26
2012,FEMALE,HISPANIC,MIRANDA,16
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Shreya,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Alice,35
2012,FEMALE,WHITE NON HISP,LOUISA,16
2013,FEMALE,WHITE NON HISPANIC,Malak,23
2013,MALE,HISPANIC,Alberto,13
2014,MALE,BLACK NON HISPANIC,Greyson,11
2014,MALE,HISPANIC,Kaden,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Alina,32
2014,MALE,WHITE NON HISPANIC,Ari,42
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Allison,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Alyssa,27
2013,FEMALE,HISPANIC,Melany,26
2014,MALE,WHITE NON HISPANIC,Eliyahu,25
2012,MALE,WHITE NON HISP,ELLIS,11
2012,FEMALE,WHITE NON HISP,ATHENA,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Amanda,11
2014,FEMALE,WHITE NON HISPANIC,Alexandra,84
2014,MALE,BLACK NON HISPANIC,Kevin,27
2013,FEMALE,WHITE NON HISPANIC,Ava,150
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Amber,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Amelia,32
2013,FEMALE,BLACK NON HISPANIC,Naomi,43
2014,FEMALE,BLACK NON HISPANIC,Alana,16
2013,MALE,HISPANIC,Tomas,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Amy,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ananya,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Linda,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Anaya,16
2014,FEMALE,WHITE NON HISPANIC,Violet,49
2014,FEMALE,WHITE NON HISPANIC,Liv,16
2013,MALE,ASIAN AND PACIFIC ISLANDER,Eddie,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Angel,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Angela,56
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Angelina,28
2014,FEMALE,WHITE NON HISPANIC,Giovanna,13
2013,MALE,WHITE NON HISPANIC,Joel,18
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,67
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Audrey,31
2013,MALE,HISPANIC,Jeremiah,94
2014,FEMALE,WHITE NON HISPANIC,Goldy,17
2012,MALE,WHITE NON HISP,FINN,26
2013,MALE,HISPANIC,Jonas,15
2013,MALE,WHITE NON HISPANIC,Simcha,30
2013,MALE,BLACK NON HISPANIC,David,51
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Anika,13
2012,FEMALE,WHITE NON HISP,LIV,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Anna,35
2013,MALE,HISPANIC,Juan,68
2013,FEMALE,WHITE NON HISPANIC,Sadie,57
2012,MALE,BLACK NON HISP,ZION,43
2013,FEMALE,HISPANIC,Jaylee,12
2013,MALE,WHITE NON HISPANIC,Emmett,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Annabelle,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Annie,18
2012,FEMALE,BLACK NON HISP,AUBREY,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Annika,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Anya,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Aria,25
2013,FEMALE,WHITE NON HISPANIC,Dina,36
2013,MALE,WHITE NON HISPANIC,Yossi,18
2014,FEMALE,HISPANIC,Chloe,68
2013,MALE,WHITE NON HISPANIC,Raymond,17
2014,MALE,BLACK NON HISPANIC,Zayden,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ariana,27
2012,MALE,WHITE NON HISP,KEVIN,38
2014,FEMALE,HISPANIC,Adelyn,10
2014,MALE,WHITE NON HISPANIC,Nolan,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Arianna,16
2014,MALE,WHITE NON HISPANIC,Grant,11
2013,MALE,WHITE NON HISPANIC,Avraham,48
2012,MALE,BLACK NON HISP,MICAH,29
2014,FEMALE,HISPANIC,Yaretzi,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ariel,19
2013,MALE,BLACK NON HISPANIC,Dominic,18
2014,MALE,WHITE NON HISPANIC,Elimelech,16
2014,MALE,ASIAN AND PACIFIC ISLANDER,Rehan,13
2013,MALE,HISPANIC,Jayden,352
2012,MALE,BLACK NON HISP,OMARI,17
2014,MALE,HISPANIC,Jonah,12
2012,FEMALE,WHITE NON HISP,CHAYA,174
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Arya,26
2014,FEMALE,HISPANIC,Amber,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ashley,47
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Athena,10
2014,MALE,BLACK NON HISPANIC,Malik,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Joy,28
2013,FEMALE,BLACK NON HISPANIC,Jada,31
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Audrey,31
2014,FEMALE,BLACK NON HISPANIC,Chloe,68
2014,FEMALE,WHITE NON HISPANIC,Lia,12
2013,FEMALE,WHITE NON HISPANIC,Zissy,20
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,136
2014,FEMALE,HISPANIC,Leyla,11
2012,FEMALE,WHITE NON HISP,ARIEL,11
2012,FEMALE,BLACK NON HISP,JALIYAH,16
2013,FEMALE,WHITE NON HISPANIC,Sofia,122
2012,FEMALE,ASIAN AND PACI,ZOEY,20
2013,FEMALE,WHITE NON HISPANIC,Allison,12
2012,FEMALE,ASIAN AND PACI,DORIS,13
2013,FEMALE,BLACK NON HISPANIC,Shania,11
2013,MALE,HISPANIC,Felipe,12
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,109
2012,MALE,WHITE NON HISP,HAYDEN,10
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,103
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,86
2012,FEMALE,HISPANIC,ARELY,12
2013,MALE,WHITE NON HISPANIC,Alex,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,79
2014,MALE,WHITE NON HISPANIC,Blake,18
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,78
2014,MALE,ASIAN AND PACIFIC ISLANDER,Rayan,20
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,73
2014,FEMALE,BLACK NON HISPANIC,Ariana,24
2013,MALE,BLACK NON HISPANIC,Amadou,16
2012,MALE,WHITE NON HISP,LUKAS,25
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Daphne,14
2012,MALE,HISPANIC,ROBERT,25
2013,FEMALE,HISPANIC,Alexia,24
2012,FEMALE,HISPANIC,JADA,13
2012,MALE,ASIAN AND PACI,MICHAEL,37
2013,MALE,HISPANIC,Levi,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Fatima,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoe,49
2012,MALE,WHITE NON HISP,MAXIMILIAN,30
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,57
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,49
2012,MALE,HISPANIC,ADAM,48
2012,MALE,ASIAN AND PACI,LIAM,45
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Eshaal,12
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,46
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,46
2014,MALE,HISPANIC,Christian,90
2013,FEMALE,HISPANIC,Kamila,22
2014,FEMALE,WHITE NON HISPANIC,Shaindel,15
2012,FEMALE,WHITE NON HISP,SHAINDY,71
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Amelia,44
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,44
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Evelyn,43
2013,FEMALE,WHITE NON HISPANIC,Natalie,41
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Aria,40
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Ariana,30
2013,FEMALE,WHITE NON HISPANIC,Margaux,12
2012,MALE,WHITE NON HISP,ILAN,17
2012,FEMALE,WHITE NON HISP,ALICE,54
2012,FEMALE,HISPANIC,EMELY,71
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Claire,40
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Zainab,40
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Fatima,39
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Bella,38
2013,MALE,BLACK NON HISPANIC,King,58
2013,MALE,HISPANIC,Jayson,18
2012,MALE,HISPANIC,ZAYDEN,13
2012,FEMALE,WHITE NON HISP,BRUCHY,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,47
2014,MALE,BLACK NON HISPANIC,Brian,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,19
2012,MALE,ASIAN AND PACI,LOGAN,25
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ayesha,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Bella,24
2014,MALE,HISPANIC,Gregory,10
2014,MALE,WHITE NON HISPANIC,Berl,12
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Mila,25
2012,FEMALE,WHITE NON HISP,PIPER,18
2012,MALE,WHITE NON HISP,JUSTIN,48
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Carina,11
2014,FEMALE,HISPANIC,Allyson,16
2012,FEMALE,WHITE NON HISP,ELISHEVA,17
2014,MALE,HISPANIC,Diego,62
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Caroline,19
2014,FEMALE,BLACK NON HISPANIC,Dakota,13
2012,MALE,ASIAN AND PACI,ROY,15
2013,FEMALE,HISPANIC,Zoe,89
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Catherine,23
2013,MALE,ASIAN AND PACIFIC ISLANDER,Louis,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Cecilia,12
2014,FEMALE,HISPANIC,Samantha,91
2012,FEMALE,BLACK NON HISP,PARIS,29
2014,FEMALE,BLACK NON HISPANIC,Emily,37
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Celine,17
2014,MALE,HISPANIC,Angel,194
2012,FEMALE,WHITE NON HISP,AYLA,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,21
2012,FEMALE,HISPANIC,KASSANDRA,13
2012,MALE,HISPANIC,JAVIER,31
2012,FEMALE,ASIAN AND PACI,ZAHRA,14
2014,FEMALE,WHITE NON HISPANIC,Perry,13
2012,FEMALE,ASIAN AND PACI,SELENA,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Chelsea,14
2013,FEMALE,BLACK NON HISPANIC,Aniya,15
2013,MALE,BLACK NON HISPANIC,Jacob,74
2014,MALE,WHITE NON HISPANIC,Shmiel,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,122
2013,FEMALE,BLACK NON HISPANIC,Savannah,31
2013,MALE,ASIAN AND PACIFIC ISLANDER,Dylan,45
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Livia,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Christina,14
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Selina,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Christine,15
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Aria,26
2012,FEMALE,WHITE NON HISP,SIMONE,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Cindy,19
2013,MALE,WHITE NON HISPANIC,Luke,100
2012,MALE,HISPANIC,BRYANT,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Claire,33
2014,FEMALE,WHITE NON HISPANIC,Olive,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Connie,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Crystal,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Cynthia,18
2013,FEMALE,WHITE NON HISPANIC,Fraidy,32
2013,FEMALE,HISPANIC,Rachel,10
2014,FEMALE,HISPANIC,Amy,73
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Lily,25
2014,FEMALE,WHITE NON HISPANIC,Amelie,10
2014,MALE,WHITE NON HISPANIC,Avrohom,27
2013,MALE,HISPANIC,Milan,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Daphne,14
2013,MALE,HISPANIC,Emmanuel,53
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Eileen,18
2012,FEMALE,ASIAN AND PACI,JASMINE,26
2012,MALE,WHITE NON HISP,DANIEL,232
2012,MALE,WHITE NON HISP,YONA,10
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Khadija,10
2012,FEMALE,WHITE NON HISP,PERL,12
2012,FEMALE,HISPANIC,LIANA,10
2014,FEMALE,BLACK NON HISPANIC,Nyla,36
2014,FEMALE,WHITE NON HISPANIC,Cora,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Elaine,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Penelope,11
2012,MALE,WHITE NON HISP,JUDAH,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Elena,13
2014,FEMALE,WHITE NON HISPANIC,Lily,88
2012,MALE,ASIAN AND PACI,ARJUN,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Elina,12
2012,FEMALE,ASIAN AND PACI,TINA,15
2014,FEMALE,HISPANIC,Anabella,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Elise,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Elizabeth,24
2014,MALE,BLACK NON HISPANIC,Justin,43
2013,FEMALE,HISPANIC,Kendra,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,31
2012,MALE,HISPANIC,ELI,48
2014,FEMALE,WHITE NON HISPANIC,Sophia,172
2013,FEMALE,BLACK NON HISPANIC,Gabrielle,33
2014,MALE,BLACK NON HISPANIC,Abraham,13
2012,MALE,ASIAN AND PACI,SEAN,23
2012,FEMALE,HISPANIC,ISABELA,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ellie,18
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Natalie,16
2013,MALE,HISPANIC,Xander,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Emaan,10
2012,FEMALE,WHITE NON HISP,RAIZY,52
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,92
2012,FEMALE,HISPANIC,ELISA,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,79
2012,FEMALE,HISPANIC,LEILA,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kaylee,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Erin,16
2012,MALE,WHITE NON HISP,AVRAHAM,45
2014,FEMALE,BLACK NON HISPANIC,Gabriella,28
2014,FEMALE,WHITE NON HISPANIC,Mina,12
2012,FEMALE,WHITE NON HISP,MALKA,57
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Eunice,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Eva,28
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Evelyn,36
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Fatima,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Fiona,37
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,51
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Hailey,35
2012,FEMALE,ASIAN AND PACI,ARIA,22
2013,MALE,ASIAN AND PACIFIC ISLANDER,Albert,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Hana,11
2014,MALE,ASIAN AND PACIFIC ISLANDER,Musa,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,46
2012,MALE,HISPANIC,JOHN,74
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Sharon,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Helen,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Inaaya,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Irene,21
2013,MALE,ASIAN AND PACIFIC ISLANDER,Bryan,24
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Iris,27
2012,FEMALE,WHITE NON HISP,SALMA,15
2012,FEMALE,HISPANIC,FERNANDA,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabel,13
2013,FEMALE,BLACK NON HISPANIC,Precious,10
2014,FEMALE,WHITE NON HISPANIC,Riley,31
2012,FEMALE,BLACK NON HISP,KAITLYN,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,71
2013,FEMALE,WHITE NON HISPANIC,Claire,33
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabelle,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Ivy,34
2014,FEMALE,WHITE NON HISPANIC,Menucha,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jamie,11
2013,FEMALE,WHITE NON HISPANIC,Hindy,41
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jannat,11
2014,MALE,HISPANIC,Joseph,114
2014,FEMALE,HISPANIC,Lucia,19
2012,MALE,ASIAN AND PACI,DANIEL,98
2012,FEMALE,HISPANIC,LAURA,11
2012,MALE,WHITE NON HISP,REED,11
2012,FEMALE,WHITE NON HISP,VIVIENNE,37
2012,FEMALE,WHITE NON HISP,COLETTE,17
2013,MALE,ASIAN AND PACIFIC ISLANDER,Carter,11
2012,FEMALE,HISPANIC,NATASHA,24
2012,FEMALE,HISPANIC,GISELLE,40
2012,FEMALE,WHITE NON HISP,DANIELLA,34
2012,FEMALE,WHITE NON HISP,ETTY,19
2012,FEMALE,HISPANIC,LAUREN,18
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Rebecca,11
2013,MALE,ASIAN AND PACIFIC ISLANDER,Abdul,20
2013,MALE,HISPANIC,Marcos,14
2012,MALE,WHITE NON HISP,GRANT,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jasmine,19
2012,FEMALE,HISPANIC,EVA,42
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Alexandra,11
2014,MALE,HISPANIC,Aidan,24
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jenna,14
2013,FEMALE,WHITE NON HISPANIC,Sabrina,24
2014,MALE,ASIAN AND PACIFIC ISLANDER,Sean,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jenny,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jessica,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jessie,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Joanna,32
2014,MALE,HISPANIC,Levi,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Jocelyn,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Josephine,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Joy,28
2014,FEMALE,WHITE NON HISPANIC,Maeve,30
2013,MALE,WHITE NON HISPANIC,Rafael,24
2013,MALE,WHITE NON HISPANIC,Milo,20
2014,FEMALE,HISPANIC,Kate,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Joyce,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Julia,15
2014,FEMALE,WHITE NON HISPANIC,Celine,10
2012,MALE,HISPANIC,ARIEL,18
2012,MALE,HISPANIC,ALBERTO,14
2014,FEMALE,HISPANIC,Ruth,10
2014,MALE,BLACK NON HISPANIC,Cameron,38
2012,MALE,ASIAN AND PACI,TYLER,40
2013,MALE,ASIAN AND PACIFIC ISLANDER,Thomas,12
2012,FEMALE,BLACK NON HISP,ZURI,10
2014,FEMALE,WHITE NON HISPANIC,Brianna,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kaitlyn,23
2012,FEMALE,BLACK NON HISP,ARIELLE,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Karen,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Karina,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kate,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Serena,14
2012,MALE,HISPANIC,YAEL,15
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Ellie,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Katelyn,12
2013,FEMALE,HISPANIC,Dayana,13
2014,MALE,HISPANIC,Gerardo,11
2014,MALE,BLACK NON HISPANIC,Ashton,30
2014,MALE,WHITE NON HISPANIC,Tristan,26
2012,MALE,WHITE NON HISP,MEIR,50
2014,MALE,BLACK NON HISPANIC,Ahmed,10
2012,FEMALE,WHITE NON HISP,CHANA,155
2012,FEMALE,WHITE NON HISP,MALKY,65
2014,FEMALE,HISPANIC,Lily,19
2014,FEMALE,HISPANIC,Ariella,16
2013,MALE,HISPANIC,Pablo,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Katherine,30
2014,MALE,WHITE NON HISPANIC,Graham,27
2014,FEMALE,WHITE NON HISPANIC,Frimet,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kayla,25
2013,MALE,WHITE NON HISPANIC,Jack,212
2014,MALE,WHITE NON HISPANIC,Reid,15
2014,MALE,WHITE NON HISPANIC,Miles,56
2012,MALE,WHITE NON HISP,YECHEZKEL,13
2013,FEMALE,WHITE NON HISPANIC,Mina,13
2014,MALE,ASIAN AND PACIFIC ISLANDER,Azaan,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kaylee,19
2012,FEMALE,WHITE NON HISP,YIDES,29
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Keira,13
2014,MALE,WHITE NON HISPANIC,Simon,49
2014,FEMALE,HISPANIC,Kayla,44
2014,MALE,BLACK NON HISPANIC,Amari,30
2013,FEMALE,WHITE NON HISPANIC,Genevieve,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kelly,16
2014,FEMALE,WHITE NON HISPANIC,Alessia,20
2014,MALE,WHITE NON HISPANIC,Quinn,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Kimberly,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Lauren,13
2013,FEMALE,BLACK NON HISPANIC,Hannah,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Leila,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,10
2013,FEMALE,WHITE NON HISPANIC,Nadia,12
2014,MALE,ASIAN AND PACIFIC ISLANDER,Max,22
2012,MALE,ASIAN AND PACI,JAKE,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Leah,21
2014,MALE,WHITE NON HISPANIC,Griffin,16
2013,FEMALE,HISPANIC,Marjorie,14
2012,FEMALE,HISPANIC,GERALDINE,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Leela,10
2013,MALE,BLACK NON HISPANIC,Musa,10
2012,MALE,BLACK NON HISP,JASIAH,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Leila,10
2012,MALE,HISPANIC,ALEXIS,48
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Lena,10
2012,FEMALE,ASIAN AND PACI,IVY,35
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Lillian,10
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Safa,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Lily,25
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Linda,10
2012,FEMALE,WHITE NON HISP,DYLAN,23
2013,FEMALE,BLACK NON HISPANIC,Wynter,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Madeline,11
2012,FEMALE,WHITE NON HISP,SIENA,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Madelyn,14
2013,FEMALE,WHITE NON HISPANIC,Noa,21
2014,FEMALE,WHITE NON HISPANIC,Maya,106
2012,MALE,ASIAN AND PACI,LUKE,25
2014,FEMALE,BLACK NON HISPANIC,Mya,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Madison,29
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Maggie,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Manha,14
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Eliana,11
2012,MALE,ASIAN AND PACI,CALEB,15
2013,MALE,ASIAN AND PACIFIC ISLANDER,Richard,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Maryam,21
2013,FEMALE,HISPANIC,Melina,16
2013,FEMALE,WHITE NON HISPANIC,Chaya,175
2012,FEMALE,ASIAN AND PACI,AYESHA,19
2013,MALE,ASIAN AND PACIFIC ISLANDER,Benson,12
2012,MALE,HISPANIC,ARMANDO,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Maya,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Megan,14
2014,MALE,ASIAN AND PACIFIC ISLANDER,Mark,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Melody,19
2013,FEMALE,WHITE NON HISPANIC,Kayla,35
2012,MALE,ASIAN AND PACI,HUNTER,17
2012,FEMALE,ASIAN AND PACI,ALICE,37
2014,MALE,HISPANIC,Luis,98
2013,MALE,WHITE NON HISPANIC,Usher,25
2013,MALE,ASIAN AND PACIFIC ISLANDER,Jerry,18
2014,FEMALE,BLACK NON HISPANIC,Avery,25
2013,FEMALE,WHITE NON HISPANIC,Libby,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,55
2013,FEMALE,BLACK NON HISPANIC,Imani,22
2012,FEMALE,HISPANIC,LEILANI,35
2013,MALE,BLACK NON HISPANIC,Mekhi,17
2013,MALE,HISPANIC,Johan,32
2013,MALE,WHITE NON HISPANIC,Orion,10
2012,FEMALE,WHITE NON HISP,CHANY,44
2013,MALE,ASIAN AND PACIFIC ISLANDER,Zachary,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Michelle,31
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Miranda,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Naomi,12
2012,MALE,ASIAN AND PACI,BRUCE,10
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Naomi,15
2012,FEMALE,ASIAN AND PACI,MIA,49
2014,FEMALE,ASIAN AND PACIFIC ISLANDER,Amanda,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Natalie,25
2012,FEMALE,ASIAN AND PACI,KATELYN,12
2013,MALE,WHITE NON HISPANIC,Hamza,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Nicole,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,Nina,18
2012,MALE,HISPANIC,DEREK,50
2013,FEMALE,HISPANIC,Jazmin,26
2012,FEMALE,HISPANIC,DIANA,42
2012,FEMALE,HISPANIC,NATHALIA,10
2014,FEMALE,WHITE NON HISPANIC,Faiga,24
